instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime
11147,2012-04-14,2.0,1.0,4,15,0,6,0.0,2.0,48390.72,107824.5152,270000.0,107733.3066,114,347,642.5,2012-04-14 15:00:00
11148,2012-04-14,2.0,1.0,4,16,0,6,0.0,2.0,48390.72,107824.5152,270000.0,107733.3066,114,329,582.0,2012-04-14 16:00:00
11149,2012-04-14,2.0,1.0,4,17,0,6,0.0,2.0,46314.26,107824.5152,330000.0,76303.5731,114,309,560.0,2012-04-14 17:00:00
11150,2012-04-14,2.0,1.0,4,18,0,6,0.0,2.0,46314.26,107824.5152,350000.0,67340.8357,114,284,481.0,2012-04-14 18:00:00
11151,2012-04-14,2.0,1.0,4,19,0,6,0.0,2.0,44237.8,107824.5152,400000.0,49385.2846,114,296,459.0,2012-04-14 19:00:00
11152,2012-04-14,2.0,1.0,4,20,0,6,0.0,2.0,40084.88000000001,81691.12879999999,460000.0,40392.4709,112,209,321.0,2012-04-14 20:00:00
11153,2012-04-14,2.0,1.0,4,21,0,6,0.0,2.0,40084.88000000001,81691.12879999999,430000.0,40392.4709,53,167,220.0,2012-04-14 21:00:00
11154,2012-04-14,2.0,1.0,4,22,0,6,0.0,2.0,38008.420000000006,77349.9392,520000.0,49385.2846,64,148,212.0,2012-04-14 22:00:00
11155,2012-04-14,2.0,1.0,4,23,0,6,0.0,2.0,38008.420000000006,77349.9392,560000.0000000001,58348.022,45,151,196.0,2012-04-14 23:00:00
11156,2012-04-15,2.0,1.0,4,0,0,0,0.0,2.0,38008.420000000006,77349.9392,560000.0000000001,58348.022,30,94,124.0,2012-04-15 00:00:00
11157,2012-04-15,2.0,1.0,4,1,0,0,0.0,2.0,38008.420000000006,77349.9392,560000.0000000001,49385.2846,17,89,106.0,2012-04-15 01:00:00
11158,2012-04-15,2.0,1.0,4,2,0,0,0.0,2.0,38008.420000000006,77349.9392,560000.0000000001,31429.7335,20,54,74.0,2012-04-15 02:00:00
11159,2012-04-15,2.0,1.0,4,3,0,0,0.0,2.0,35931.96000000001,72980.0,590000.0,40392.4709,18,27,45.0,2012-04-15 03:00:00
11160,2012-04-15,2.0,1.0,4,4,0,0,0.0,2.0,38008.420000000006,77349.9392,520000.0,0.0,2,10,12.0,2012-04-15 04:00:00
11161,2012-04-15,2.0,1.0,4,5,0,0,0.0,1.0,33855.5,68610.0608,680000.0,49385.2846,4,6,10.0,2012-04-15 05:00:00
11162,2012-04-15,2.0,1.0,4,6,0,0,0.0,1.0,33855.5,68610.0608,630000.0,40392.4709,5,11,16.0,2012-04-15 06:00:00
11163,2012-04-15,2.0,1.0,4,7,0,0,0.0,1.0,33855.5,68610.0608,630000.0,31429.7335,16,30,46.0,2012-04-15 07:00:00
11164,2012-04-15,2.0,1.0,4,8,0,0,0.0,1.0,35931.96000000001,72980.0,590000.0,0.0,33,64,97.0,2012-04-15 08:00:00
11165,2012-04-15,2.0,1.0,4,9,0,0,0.0,1.0,38008.420000000006,77349.9392,560000.0000000001,67340.8357,97,154,251.0,2012-04-15 09:00:00
11166,2012-04-15,2.0,1.0,4,10,0,0,0.0,1.0,42161.34,86061.068,530000.0,67340.8357,114,235,421.0,2012-04-15 10:00:00
11167,2012-04-15,2.0,1.0,4,11,0,0,0.0,1.0,46314.26,107824.5152,460000.0,89777.7555,114,301,528.0,2012-04-15 11:00:00
11168,2012-04-15,2.0,1.0,4,12,0,0,0.0,1.0,48390.72,107824.5152,440000.0,85296.38680000001,114,360,635.0,2012-04-15 12:00:00
11169,2012-04-15,2.0,1.0,4,13,0,0,0.0,1.0,50467.18,107824.5152,440000.0,85296.38680000001,114,383,642.5,2012-04-15 13:00:00
11170,2012-04-15,2.0,1.0,4,14,0,0,0.0,1.0,54620.1,112194.45439999996,390000.0,85296.38680000001,114,346,628.0,2012-04-15 14:00:00
11171,2012-04-15,2.0,1.0,4,15,0,0,0.0,1.0,54620.1,112194.45439999996,390000.0,116726.1203,114,351,617.0,2012-04-15 15:00:00
11172,2012-04-15,2.0,1.0,4,16,0,0,0.0,1.0,56696.56,116535.64399999996,390000.0,107733.3066,114,330,616.0,2012-04-15 16:00:00
11173,2012-04-15,2.0,1.0,4,17,0,0,0.0,1.0,54620.1,112194.45439999996,420000.0,98770.5692,114,361,623.0,2012-04-15 17:00:00
11174,2012-04-15,2.0,1.0,4,18,0,0,0.0,1.0,54620.1,112194.45439999996,420000.0,76303.5731,114,295,479.0,2012-04-15 18:00:00
11175,2012-04-15,2.0,1.0,4,19,0,0,0.0,1.0,54620.1,112194.45439999996,420000.0,76303.5731,114,265,379.0,2012-04-15 19:00:00
11176,2012-04-15,2.0,1.0,4,20,0,0,0.0,1.0,48390.72,107824.5152,500000.0,67340.8357,86,205,291.0,2012-04-15 20:00:00
11177,2012-04-15,2.0,1.0,4,21,0,0,0.0,1.0,46314.26,107824.5152,569999.9999999999,76303.5731,76,153,229.0,2012-04-15 21:00:00
11178,2012-04-15,2.0,1.0,4,22,0,0,0.0,1.0,52543.63999999999,112194.45439999996,440000.0,107733.3066,37,97,134.0,2012-04-15 22:00:00
11179,2012-04-15,2.0,1.0,4,23,0,0,0.0,1.0,50467.18,107824.5152,500000.0,116726.1203,25,65,90.0,2012-04-15 23:00:00
11180,2012-04-16,2.0,1.0,4,0,0,1,0.0,1.0,48390.72,107824.5152,530000.0,98770.5692,15,26,41.0,2012-04-16 00:00:00
11181,2012-04-16,2.0,1.0,4,1,0,1,0.0,1.0,46314.26,103483.3256,610000.0,107733.3066,7,21,28.0,2012-04-16 01:00:00
11182,2012-04-16,2.0,1.0,4,2,0,1,0.0,1.0,44237.8,103483.3256,640000.0,76303.5731,5,9,14.0,2012-04-16 02:00:00
11183,2012-04-16,2.0,1.0,4,3,0,1,0.0,1.0,42161.34,86061.068,680000.0,58348.022,3,5,8.0,2012-04-16 03:00:00
11184,2012-04-16,2.0,1.0,4,4,0,1,0.0,1.0,38008.420000000006,77349.9392,770000.0,67340.8357,0,6,6.0,2012-04-16 04:00:00
11185,2012-04-16,2.0,1.0,4,5,0,1,0.0,1.0,38008.420000000006,77349.9392,770000.0,67340.8357,4,34,38.0,2012-04-16 05:00:00
11186,2012-04-16,2.0,1.0,4,6,0,1,0.0,1.0,35931.96000000001,72980.0,830000.0,49385.2846,10,123,133.0,2012-04-16 06:00:00
11187,2012-04-16,2.0,1.0,4,7,0,1,0.0,1.0,35931.96000000001,72980.0,830000.0,40392.4709,20,367,387.0,2012-04-16 07:00:00
11188,2012-04-16,2.0,1.0,4,8,0,1,0.0,2.0,40084.88000000001,81691.12879999999,830000.0,49385.2846,48,499,597.0,2012-04-16 08:00:00
11189,2012-04-16,2.0,1.0,4,9,0,1,0.0,1.0,46314.26,103483.3256,690000.0,67340.8357,59,238,297.0,2012-04-16 09:00:00
11190,2012-04-16,2.0,1.0,4,10,0,1,0.0,1.0,46314.26,103483.3256,690000.0,76303.5731,75,149,224.0,2012-04-16 10:00:00
11191,2012-04-16,2.0,1.0,4,11,0,1,0.0,1.0,48390.72,103483.3256,650000.0,76303.5731,114,136,251.0,2012-04-16 11:00:00
11192,2012-04-16,2.0,1.0,4,12,0,1,0.0,1.0,52543.63999999999,112194.45439999996,569999.9999999999,76303.5731,75,196,271.0,2012-04-16 12:00:00
11193,2012-04-16,2.0,1.0,4,13,0,1,0.0,1.0,58773.02,120905.5832,450000.0,89777.7555,79,184,263.0,2012-04-16 13:00:00
11194,2012-04-16,2.0,1.0,4,14,0,1,0.0,1.0,60849.48,125246.7728,450000.0,98770.5692,105,183,288.0,2012-04-16 14:00:00
11195,2012-04-16,2.0,1.0,4,15,0,1,0.0,1.0,65002.4,129616.712,330000.0,134681.6714,81,194,275.0,2012-04-16 15:00:00
11196,2012-04-16,2.0,1.0,4,16,0,1,0.0,1.0,65002.4,129616.712,330000.0,139163.0401,92,266,358.0,2012-04-16 16:00:00
11197,2012-04-16,2.0,1.0,4,17,0,1,0.0,1.0,65002.4,129616.712,330000.0,116726.1203,111,499,642.5,2012-04-16 17:00:00
11198,2012-04-16,2.0,1.0,4,18,0,1,0.0,1.0,65002.4,129616.712,310000.0,116726.1203,87,499,642.5,2012-04-16 18:00:00
11199,2012-04-16,2.0,1.0,4,19,0,1,0.0,1.0,60849.48,120905.5832,350000.0,116726.1203,61,461,522.0,2012-04-16 19:00:00
11200,2012-04-16,2.0,1.0,4,20,0,1,0.0,1.0,58773.02,116535.64399999996,370000.0,89777.7555,48,327,375.0,2012-04-16 20:00:00
11201,2012-04-16,2.0,1.0,4,21,0,1,0.0,1.0,52543.63999999999,112194.45439999996,510000.0,76303.5731,39,232,271.0,2012-04-16 21:00:00
11202,2012-04-16,2.0,1.0,4,22,0,1,0.0,1.0,52543.63999999999,112194.45439999996,510000.0,76303.5731,35,179,214.0,2012-04-16 22:00:00
11203,2012-04-16,2.0,1.0,4,23,0,1,0.0,1.0,54620.1,112194.45439999996,450000.0,89777.7555,24,97,121.0,2012-04-16 23:00:00
11204,2012-04-17,2.0,1.0,4,0,0,2,1.0,1.0,50467.18,107824.5152,540000.0,58348.022,10,33,43.0,2012-04-17 00:00:00
11205,2012-04-17,2.0,1.0,4,1,0,2,1.0,1.0,48390.72,107824.5152,569999.9999999999,49385.2846,6,5,11.0,2012-04-17 01:00:00
11206,2012-04-17,2.0,1.0,4,2,0,2,1.0,1.0,40084.88000000001,81691.12879999999,830000.0,31429.7335,1,3,4.0,2012-04-17 02:00:00
11207,2012-04-17,2.0,1.0,4,3,0,2,1.0,1.0,40084.88000000001,81691.12879999999,830000.0,26948.3648,0,6,6.0,2012-04-17 03:00:00
11208,2012-04-17,2.0,1.0,4,4,0,2,1.0,1.0,50467.18,107824.5152,440000.0,67340.8357,3,6,9.0,2012-04-17 04:00:00
11209,2012-04-17,2.0,1.0,4,5,0,2,1.0,1.0,44237.8,107824.5152,530000.0,76303.5731,1,29,30.0,2012-04-17 05:00:00
11210,2012-04-17,2.0,1.0,4,6,0,2,1.0,1.0,44237.8,107824.5152,460000.0,76303.5731,8,136,144.0,2012-04-17 06:00:00
11211,2012-04-17,2.0,1.0,4,7,0,2,1.0,1.0,44237.8,107824.5152,430000.0,76303.5731,18,443,461.0,2012-04-17 07:00:00
11212,2012-04-17,2.0,1.0,4,8,0,2,1.0,1.0,44237.8,107824.5152,430000.0,67340.8357,42,499,642.5,2012-04-17 08:00:00
11213,2012-04-17,2.0,1.0,4,9,0,2,1.0,1.0,44237.8,107824.5152,380000.0,143614.33249999996,71,329,400.0,2012-04-17 09:00:00
11214,2012-04-17,2.0,1.0,4,10,0,2,1.0,1.0,44237.8,107824.5152,380000.0,125688.8577,52,165,217.0,2012-04-17 10:00:00
11215,2012-04-17,2.0,1.0,4,11,0,2,1.0,1.0,44237.8,107824.5152,330000.0,125688.8577,65,174,239.0,2012-04-17 11:00:00
11216,2012-04-17,2.0,1.0,4,12,0,2,1.0,1.0,44237.8,107824.5152,330000.0,107733.3066,65,179,244.0,2012-04-17 12:00:00
11217,2012-04-17,2.0,1.0,4,13,0,2,1.0,1.0,46314.26,107824.5152,290000.0,76303.5731,52,187,239.0,2012-04-17 13:00:00
11218,2012-04-17,2.0,1.0,4,14,0,2,1.0,1.0,48390.72,107824.5152,270000.0,85296.38680000001,59,198,257.0,2012-04-17 14:00:00
11219,2012-04-17,2.0,1.0,4,15,0,2,1.0,1.0,50467.18,107824.5152,240000.0,98770.5692,91,217,308.0,2012-04-17 15:00:00
11220,2012-04-17,2.0,1.0,4,16,0,2,1.0,1.0,52543.63999999999,107824.5152,220000.0,107733.3066,50,320,370.0,2012-04-17 16:00:00
11221,2012-04-17,2.0,1.0,4,17,0,2,1.0,1.0,48390.72,103483.3256,250000.0,89777.7555,108,499,642.5,2012-04-17 17:00:00
11222,2012-04-17,2.0,1.0,4,18,0,2,1.0,1.0,48390.72,103483.3256,250000.0,85296.38680000001,105,499,642.5,2012-04-17 18:00:00
11223,2012-04-17,2.0,1.0,4,19,0,2,1.0,1.0,44237.8,103483.3256,260000.0,76303.5731,73,464,537.0,2012-04-17 19:00:00
11224,2012-04-17,2.0,1.0,4,20,0,2,1.0,1.0,44237.8,103483.3256,230000.0,85296.38680000001,44,358,402.0,2012-04-17 20:00:00
11225,2012-04-17,2.0,1.0,4,21,0,2,1.0,1.0,40084.88000000001,81691.12879999999,260000.0,89777.7555,37,260,297.0,2012-04-17 21:00:00
11226,2012-04-17,2.0,1.0,4,22,0,2,1.0,1.0,38008.420000000006,77349.9392,300000.0,76303.5731,18,144,162.0,2012-04-17 22:00:00
11227,2012-04-17,2.0,1.0,4,23,0,2,1.0,1.0,38008.420000000006,77349.9392,320000.0,67340.8357,10,72,82.0,2012-04-17 23:00:00
11228,2012-04-18,2.0,1.0,4,0,0,3,1.0,1.0,38008.420000000006,77349.9392,320000.0,49385.2846,3,35,38.0,2012-04-18 00:00:00
11229,2012-04-18,2.0,1.0,4,1,0,3,1.0,1.0,35931.96000000001,72980.0,340000.0,58348.022,1,13,14.0,2012-04-18 01:00:00
11230,2012-04-18,2.0,1.0,4,2,0,3,1.0,2.0,33855.5,68610.0608,420000.0,58348.022,1,8,9.0,2012-04-18 02:00:00
11231,2012-04-18,2.0,1.0,4,3,0,3,1.0,2.0,33855.5,68610.0608,420000.0,67340.8357,0,6,6.0,2012-04-18 03:00:00
11232,2012-04-18,2.0,1.0,4,4,0,3,1.0,2.0,33855.5,68610.0608,420000.0,85296.38680000001,0,7,7.0,2012-04-18 04:00:00
11233,2012-04-18,2.0,1.0,4,5,0,3,1.0,2.0,33855.5,68610.0608,390000.0,85296.38680000001,0,34,34.0,2012-04-18 05:00:00
11234,2012-04-18,2.0,1.0,4,6,0,3,1.0,2.0,33855.5,68610.0608,390000.0,85296.38680000001,6,128,134.0,2012-04-18 06:00:00
11235,2012-04-18,2.0,1.0,4,7,0,3,1.0,2.0,33855.5,68610.0608,390000.0,58348.022,10,408,418.0,2012-04-18 07:00:00
11236,2012-04-18,2.0,1.0,4,8,0,3,1.0,3.0,33855.5,68610.0608,390000.0,58348.022,25,499,576.0,2012-04-18 08:00:00
11237,2012-04-18,2.0,1.0,4,9,0,3,1.0,3.0,31779.04,64268.8712,440000.0,89777.7555,20,245,265.0,2012-04-18 09:00:00
11238,2012-04-18,2.0,1.0,4,10,0,3,1.0,3.0,31779.04,64268.8712,470000.0,67340.8357,31,116,147.0,2012-04-18 10:00:00
11239,2012-04-18,2.0,1.0,4,11,0,3,1.0,3.0,29702.58,59898.932,470000.0,76303.5731,14,105,119.0,2012-04-18 11:00:00
11240,2012-04-18,2.0,1.0,4,12,0,3,1.0,3.0,29702.58,59898.932,510000.0,31429.7335,15,95,110.0,2012-04-18 12:00:00
11241,2012-04-18,2.0,1.0,4,13,0,3,1.0,3.0,29702.58,59898.932,590000.0,0.0,13,51,64.0,2012-04-18 13:00:00
11242,2012-04-18,2.0,1.0,4,14,0,3,1.0,3.0,27626.120000000003,55557.7424,720000.0,31429.7335,8,43,51.0,2012-04-18 14:00:00
11243,2012-04-18,2.0,1.0,4,15,0,3,1.0,3.0,25549.66,51187.80320000002,770000.0,58348.022,10,88,98.0,2012-04-18 15:00:00
11244,2012-04-18,2.0,1.0,4,16,0,3,1.0,2.0,25549.66,51187.80320000002,770000.0,67340.8357,36,199,235.0,2012-04-18 16:00:00
11245,2012-04-18,2.0,1.0,4,17,0,3,1.0,2.0,25549.66,51187.80320000002,770000.0,58348.022,46,442,488.0,2012-04-18 17:00:00
11246,2012-04-18,2.0,1.0,4,18,0,3,1.0,2.0,25549.66,51187.80320000002,770000.0,0.0,27,478,505.0,2012-04-18 18:00:00
11247,2012-04-18,2.0,1.0,4,19,0,3,1.0,2.0,25549.66,51187.80320000002,770000.0,40392.4709,26,342,368.0,2012-04-18 19:00:00
11248,2012-04-18,2.0,1.0,4,20,0,3,1.0,2.0,25549.66,51187.80320000002,770000.0,31429.7335,8,252,260.0,2012-04-18 20:00:00
11249,2012-04-18,2.0,1.0,4,21,0,3,1.0,2.0,25549.66,51187.80320000002,820000.0,26948.3648,24,165,189.0,2012-04-18 21:00:00
11250,2012-04-18,2.0,1.0,4,22,0,3,1.0,2.0,25549.66,51187.80320000002,770000.0,26948.3648,9,153,162.0,2012-04-18 22:00:00
11251,2012-04-18,2.0,1.0,4,23,0,3,1.0,2.0,25549.66,51187.80320000002,770000.0,0.0,14,56,70.0,2012-04-18 23:00:00
11252,2012-04-19,2.0,1.0,4,0,0,4,1.0,3.0,25549.66,51187.80320000002,770000.0,0.0,5,20,25.0,2012-04-19 00:00:00
11253,2012-04-19,2.0,1.0,4,1,0,4,1.0,3.0,25549.66,51187.80320000002,770000.0,31429.7335,2,11,13.0,2012-04-19 01:00:00
11254,2012-04-19,2.0,1.0,4,2,0,4,1.0,2.0,25549.66,51187.80320000002,770000.0,0.0,2,4,6.0,2012-04-19 02:00:00
11255,2012-04-19,2.0,1.0,4,3,0,4,1.0,2.0,25549.66,51187.80320000002,770000.0,0.0,1,3,4.0,2012-04-19 03:00:00
11256,2012-04-19,2.0,1.0,4,4,0,4,1.0,2.0,25549.66,51187.80320000002,710000.0,0.0,0,4,4.0,2012-04-19 04:00:00
11257,2012-04-19,2.0,1.0,4,5,0,4,1.0,1.0,23473.2,46846.61360000001,820000.0,0.0,0,30,30.0,2012-04-19 05:00:00
11258,2012-04-19,2.0,1.0,4,6,0,4,1.0,2.0,23473.2,46846.61360000001,820000.0,31429.7335,4,116,120.0,2012-04-19 06:00:00
11259,2012-04-19,2.0,1.0,4,7,0,4,1.0,2.0,23473.2,46846.61360000001,820000.0,40392.4709,15,391,406.0,2012-04-19 07:00:00
11260,2012-04-19,2.0,1.0,4,8,0,4,1.0,2.0,25549.66,51187.80320000002,820000.0,31429.7335,26,499,642.5,2012-04-19 08:00:00
11261,2012-04-19,2.0,1.0,4,9,0,4,1.0,2.0,29702.58,59898.932,720000.0,0.0,31,270,301.0,2012-04-19 09:00:00
11262,2012-04-19,2.0,1.0,4,10,0,4,1.0,1.0,31779.04,64268.8712,630000.0,26948.3648,46,143,189.0,2012-04-19 10:00:00
11263,2012-04-19,2.0,1.0,4,11,0,4,1.0,1.0,35931.96000000001,72980.0,480000.0,0.0,46,183,229.0,2012-04-19 11:00:00
11264,2012-04-19,2.0,1.0,4,12,0,4,1.0,1.0,38008.420000000006,77349.9392,490000.0,0.0,51,213,264.0,2012-04-19 12:00:00
11265,2012-04-19,2.0,1.0,4,13,0,4,1.0,1.0,40084.88000000001,81691.12879999999,460000.0,0.0,52,186,238.0,2012-04-19 13:00:00
11266,2012-04-19,2.0,1.0,4,14,0,4,1.0,1.0,42161.34,86061.068,430000.0,0.0,54,183,237.0,2012-04-19 14:00:00
11267,2012-04-19,2.0,1.0,4,15,0,4,1.0,1.0,44237.8,107824.5152,430000.0,0.0,66,196,262.0,2012-04-19 15:00:00
11268,2012-04-19,2.0,1.0,4,16,0,4,1.0,1.0,46314.26,107824.5152,410000.0,31429.7335,63,324,387.0,2012-04-19 16:00:00
11269,2012-04-19,2.0,1.0,4,17,0,4,1.0,1.0,44237.8,107824.5152,430000.0,26948.3648,85,499,642.5,2012-04-19 17:00:00
11270,2012-04-19,2.0,1.0,4,18,0,4,1.0,1.0,44237.8,107824.5152,430000.0,26948.3648,99,499,642.5,2012-04-19 18:00:00
11271,2012-04-19,2.0,1.0,4,19,0,4,1.0,1.0,42161.34,86061.068,460000.0,40392.4709,70,499,586.0,2012-04-19 19:00:00
11272,2012-04-19,2.0,1.0,4,20,0,4,1.0,1.0,40084.88000000001,81691.12879999999,490000.0,67340.8357,52,352,404.0,2012-04-19 20:00:00
11273,2012-04-19,2.0,1.0,4,21,0,4,1.0,1.0,35931.96000000001,72980.0,550000.0000000001,31429.7335,27,240,267.0,2012-04-19 21:00:00
11274,2012-04-19,2.0,1.0,4,22,0,4,1.0,1.0,35931.96000000001,72980.0,590000.0,58348.022,29,219,248.0,2012-04-19 22:00:00
11275,2012-04-19,2.0,1.0,4,23,0,4,1.0,1.0,33855.5,68610.0608,630000.0,31429.7335,20,124,144.0,2012-04-19 23:00:00
11276,2012-04-20,2.0,1.0,4,0,0,5,1.0,1.0,31779.04,64268.8712,670000.0,31429.7335,5,59,64.0,2012-04-20 00:00:00
11277,2012-04-20,2.0,1.0,4,1,0,5,1.0,1.0,29702.58,59898.932,820000.0,58348.022,3,22,25.0,2012-04-20 01:00:00
11278,2012-04-20,2.0,1.0,4,2,0,5,1.0,1.0,27626.120000000003,55557.7424,880000.0,58348.022,3,18,21.0,2012-04-20 02:00:00
11279,2012-04-20,2.0,1.0,4,3,0,5,1.0,1.0,27626.120000000003,55557.7424,880000.0,31429.7335,1,9,10.0,2012-04-20 03:00:00
11280,2012-04-20,2.0,1.0,4,4,0,5,1.0,1.0,25549.66,51187.80320000002,940000.0,31429.7335,0,3,3.0,2012-04-20 04:00:00
11281,2012-04-20,2.0,1.0,4,5,0,5,1.0,1.0,25549.66,51187.80320000002,940000.0,0.0,1,24,25.0,2012-04-20 05:00:00
11282,2012-04-20,2.0,1.0,4,6,0,5,1.0,1.0,25549.66,51187.80320000002,880000.0,0.0,8,105,113.0,2012-04-20 06:00:00
11283,2012-04-20,2.0,1.0,4,7,0,5,1.0,1.0,25549.66,51187.80320000002,940000.0,0.0,9,350,359.0,2012-04-20 07:00:00
11284,2012-04-20,2.0,1.0,4,8,0,5,1.0,1.0,27626.120000000003,55557.7424,940000.0,0.0,32,499,642.5,2012-04-20 08:00:00
11285,2012-04-20,2.0,1.0,4,9,0,5,1.0,1.0,29702.58,59898.932,880000.0,26948.3648,30,329,359.0,2012-04-20 09:00:00
11286,2012-04-20,2.0,1.0,4,10,0,5,1.0,1.0,33855.5,68610.0608,770000.0,58348.022,67,170,237.0,2012-04-20 10:00:00
11287,2012-04-20,2.0,1.0,4,11,0,5,1.0,1.0,38008.420000000006,77349.9392,680000.0,49385.2846,64,190,254.0,2012-04-20 11:00:00
11288,2012-04-20,2.0,1.0,4,12,0,5,1.0,1.0,42161.34,86061.068,530000.0,58348.022,102,260,362.0,2012-04-20 12:00:00
11289,2012-04-20,2.0,1.0,4,13,0,5,1.0,1.0,46314.26,107824.5152,430000.0,58348.022,105,276,381.0,2012-04-20 13:00:00
11290,2012-04-20,2.0,1.0,4,14,0,5,1.0,1.0,48390.72,107824.5152,440000.0,67340.8357,114,238,394.0,2012-04-20 14:00:00
11291,2012-04-20,2.0,1.0,4,15,0,5,1.0,1.0,48390.72,107824.5152,470000.0,58348.022,114,262,407.0,2012-04-20 15:00:00
11292,2012-04-20,2.0,1.0,4,16,0,5,1.0,1.0,50467.18,107824.5152,440000.0,58348.022,114,429,580.0,2012-04-20 16:00:00
11293,2012-04-20,2.0,1.0,4,17,0,5,1.0,1.0,48390.72,107824.5152,470000.0,85296.38680000001,114,499,642.5,2012-04-20 17:00:00
11294,2012-04-20,2.0,1.0,4,18,0,5,1.0,1.0,46314.26,107824.5152,500000.0,85296.38680000001,110,499,642.5,2012-04-20 18:00:00
11295,2012-04-20,2.0,1.0,4,19,0,5,1.0,1.0,44237.8,107824.5152,530000.0,58348.022,82,410,492.0,2012-04-20 19:00:00
11296,2012-04-20,2.0,1.0,4,20,0,5,1.0,1.0,42161.34,86061.068,560000.0000000001,49385.2846,52,289,341.0,2012-04-20 20:00:00
11297,2012-04-20,2.0,1.0,4,21,0,5,1.0,1.0,40084.88000000001,81691.12879999999,680000.0,40392.4709,35,252,287.0,2012-04-20 21:00:00
11298,2012-04-20,2.0,1.0,4,22,0,5,1.0,1.0,38008.420000000006,77349.9392,680000.0,76303.5731,26,176,202.0,2012-04-20 22:00:00
11299,2012-04-20,2.0,1.0,4,23,0,5,1.0,1.0,35931.96000000001,72980.0,720000.0,40392.4709,31,156,187.0,2012-04-20 23:00:00
11300,2012-04-21,2.0,1.0,4,0,0,6,0.0,1.0,35931.96000000001,72980.0,770000.0,67340.8357,31,111,142.0,2012-04-21 00:00:00
11301,2012-04-21,2.0,1.0,4,1,0,6,0.0,1.0,35931.96000000001,72980.0,770000.0,67340.8357,24,64,88.0,2012-04-21 01:00:00
11302,2012-04-21,2.0,1.0,4,2,0,6,0.0,1.0,35931.96000000001,72980.0,770000.0,40392.4709,12,69,81.0,2012-04-21 02:00:00
11303,2012-04-21,2.0,1.0,4,3,0,6,0.0,1.0,33855.5,68610.0608,820000.0,67340.8357,4,25,29.0,2012-04-21 03:00:00
11304,2012-04-21,2.0,1.0,4,4,0,6,0.0,1.0,33855.5,68610.0608,820000.0,76303.5731,0,9,9.0,2012-04-21 04:00:00
11305,2012-04-21,2.0,1.0,4,5,0,6,0.0,1.0,33855.5,68610.0608,820000.0,76303.5731,0,1,1.0,2012-04-21 05:00:00
11306,2012-04-21,2.0,1.0,4,6,0,6,0.0,1.0,33855.5,68610.0608,820000.0,67340.8357,10,21,31.0,2012-04-21 06:00:00
11307,2012-04-21,2.0,1.0,4,7,0,6,0.0,1.0,33855.5,68610.0608,820000.0,85296.38680000001,21,55,76.0,2012-04-21 07:00:00
11308,2012-04-21,2.0,1.0,4,8,0,6,0.0,1.0,35931.96000000001,72980.0,810000.0,76303.5731,52,149,201.0,2012-04-21 08:00:00
11309,2012-04-21,2.0,1.0,4,9,0,6,0.0,1.0,38008.420000000006,77349.9392,770000.0,49385.2846,114,216,331.0,2012-04-21 09:00:00
11310,2012-04-21,2.0,1.0,4,10,0,6,0.0,1.0,44237.8,103483.3256,640000.0,85296.38680000001,114,299,482.0,2012-04-21 10:00:00
11311,2012-04-21,2.0,1.0,4,11,0,6,0.0,1.0,46314.26,103483.3256,610000.0,98770.5692,114,348,608.0,2012-04-21 11:00:00
11312,2012-04-21,2.0,1.0,4,12,0,6,0.0,1.0,48390.72,107824.5152,569999.9999999999,67340.8357,114,378,640.0,2012-04-21 12:00:00
11313,2012-04-21,2.0,1.0,4,13,0,6,0.0,1.0,50467.18,107824.5152,540000.0,67340.8357,114,358,642.5,2012-04-21 13:00:00
11314,2012-04-21,2.0,1.0,4,14,0,6,0.0,1.0,54620.1,112194.45439999996,450000.0,85296.38680000001,114,331,609.0,2012-04-21 14:00:00
11315,2012-04-21,2.0,1.0,4,15,0,6,0.0,1.0,56696.56,116535.64399999996,390000.0,76303.5731,114,361,628.0,2012-04-21 15:00:00
11316,2012-04-21,2.0,1.0,4,16,0,6,0.0,1.0,54620.1,112194.45439999996,420000.0,98770.5692,114,372,639.0,2012-04-21 16:00:00
11317,2012-04-21,2.0,1.0,4,17,0,6,0.0,2.0,58773.02,116535.64399999996,300000.0,116726.1203,114,309,568.0,2012-04-21 17:00:00
11318,2012-04-21,2.0,1.0,4,18,0,6,0.0,2.0,52543.63999999999,112194.45439999996,470000.0,143614.33249999996,114,283,416.0,2012-04-21 18:00:00
11319,2012-04-21,2.0,1.0,4,19,0,6,0.0,3.0,40084.88000000001,81691.12879999999,730000.0,143614.33249999996,9,45,54.0,2012-04-21 19:00:00
11320,2012-04-21,2.0,1.0,4,20,0,6,0.0,3.0,33855.5,68610.0608,820000.0,89777.7555,5,34,39.0,2012-04-21 20:00:00
11321,2012-04-21,2.0,1.0,4,21,0,6,0.0,3.0,33855.5,68610.0608,820000.0,116726.1203,20,82,102.0,2012-04-21 21:00:00
11322,2012-04-21,2.0,1.0,4,22,0,6,0.0,1.0,31779.04,64268.8712,820000.0,89777.7555,20,90,110.0,2012-04-21 22:00:00
11323,2012-04-21,2.0,1.0,4,23,0,6,0.0,2.0,29702.58,59898.932,820000.0,85296.38680000001,18,73,91.0,2012-04-21 23:00:00
11324,2012-04-22,2.0,1.0,4,0,0,0,0.0,2.0,29702.58,59898.932,820000.0,58348.022,32,85,117.0,2012-04-22 00:00:00
